s/n,PSZ2,MCXC,ACT,eROSITA,precision_eROSITA,found_eROSITA,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
5.05335105,0.9046242774566474,0.3711111111111111,0.1879321181646763,0.0681123706259241,0.40534223706176964,1214,0.9569471624266145,0.1629382303839733,488,0.1982800982800983,1337,0.4464106844741235,2995
5.106937500000001,0.9046242774566474,0.36777777777777776,0.1835323695788812,0.0669295219319862,0.4101858224363386,1192,0.9569471624266145,0.16792842395044735,488,0.19508599508599508,1314,0.4521679284239504,2906
5.163059099999999,0.9017341040462428,0.3655555555555556,0.18227529855436833,0.06569738787580089,0.4189964157706093,1169,0.9569471624266145,0.17491039426523297,488,0.19361179361179362,1289,0.46200716845878137,2790
5.2232980000000016,0.8959537572254336,0.3622222222222222,0.17724701445631677,0.06421882700837851,0.42584983190138215,1140,0.9530332681017613,0.18154650728427343,486,0.18968058968058968,1257,0.4695554725438924,2677
5.29437,0.8901734104046243,0.3611111111111111,0.17473287240729102,0.0629866929521932,0.4354775828460039,1117,0.9471624266144814,0.18830409356725147,483,0.18820638820638821,1232,0.48031189083820663,2565
5.3639328,0.884393063583815,0.36,0.1715901948460088,0.06185312962050271,0.4451219512195122,1095,0.9412915851272016,0.1951219512195122,480,0.1855036855036855,1206,0.4902439024390244,2460
5.43414885,0.8742774566473989,0.35777777777777775,0.1671904462602137,0.06012814194184327,0.4542343883661249,1062,0.9334637964774951,0.20402053036783577,477,0.18206388206388208,1170,0.5004277159965783,2338
5.515713400000001,0.865606936416185,0.3522222222222222,0.16279069767441862,0.05835386890093642,0.4685792349726776,1029,0.9275929549902152,0.21584699453551912,474,0.17788697788697788,1133,0.5159380692167578,2196
5.609742350000001,0.8554913294797688,0.34444444444444444,0.1583909490886235,0.05638245441103992,0.4817872753763963,992,0.9217221135029354,0.22875182127246235,471,0.17395577395577397,1091,0.5298688683827101,2059
5.711204,0.8482658959537572,0.3433333333333333,0.1565053425518542,0.05455889600788566,0.4984391259105099,958,0.9158512720156555,0.24349635796045785,468,0.17223587223587222,1056,0.5494276795005203,1922
5.832022100000001,0.8294797687861272,0.33,0.14896291640477688,0.05165105963528832,0.5092436974789916,909,0.9041095890410958,0.25882352941176473,462,0.1651105651105651,1001,0.5607843137254902,1785
5.966476200000002,0.8222543352601156,0.32,0.14393463230672532,0.049728930507639234,0.5317460317460317,871,0.898238747553816,0.2802197802197802,459,0.1601965601965602,960,0.5860805860805861,1638
6.12062285,0.8092485549132948,0.31555555555555553,0.14016341923318668,0.04756037456875308,0.5599730458221024,831,0.8923679060665362,0.30727762803234504,456,0.15601965601965603,917,0.6179245283018868,1484
6.2958075,0.7890173410404624,0.31,0.13199245757385292,0.04406111384918679,0.579622641509434,768,0.8747553816046967,0.3373584905660377,447,0.1493857493857494,846,0.6384905660377358,1325
6.52273275,0.7514450867052023,0.3011111111111111,0.12067881835323696,0.040413997042878264,0.6174142480211082,702,0.8473581213307241,0.3808267370272647,433,0.13906633906633906,759,0.6675461741424802,1137
6.826352000000003,0.7153179190751445,0.2911111111111111,0.10747957259585167,0.03602759980285855,0.6483402489626556,625,0.812133072407045,0.43049792531120334,415,0.12825552825552824,676,0.7012448132780082,964
7.2506403000000015,0.6473988439306358,0.27666666666666667,0.09365179132620993,0.030704780680138,0.6892067620286085,530,0.7553816046966731,0.5019505851755527,386,0.11498771498771498,568,0.7386215864759428,769
8.015295900000002,0.5433526011560693,0.24888888888888888,0.07605279698302954,0.02424839822572696,0.7541284403669725,411,0.6653620352250489,0.6238532110091743,340,0.09606879606879606,435,0.7981651376146789,545
10.066431499999998,0.3309248554913295,0.1688888888888889,0.04902576995600252,0.014834894036471168,0.8432055749128919,242,0.42661448140900193,0.759581881533101,218,0.05823095823095823,247,0.8606271777003485,287
