mpp,PSZ2,MCXC,ACT,eROSITA,precision_eROSITA,found_eROSITA,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
0.2475378590518105,0.05,0.1,0.030534351145038167,0.021677662582469368,0.12,21,0.04,0.011428571428571429,2,0.04498269896193772,24,0.13714285714285715,175
0.2570354032997377,0.05,0.1,0.030534351145038167,0.020735155513666354,0.1282051282051282,20,0.04,0.01282051282051282,2,0.04498269896193772,23,0.14743589743589744,156
0.2621705426463233,0.05,0.1,0.030534351145038167,0.01885014137606032,0.1310344827586207,19,0.04,0.013793103448275862,2,0.04498269896193772,22,0.15172413793103448,145
0.2705126567456517,0.05,0.1,0.022900763358778626,0.016965127238454288,0.12686567164179105,17,0.04,0.014925373134328358,2,0.03806228373702422,20,0.14925373134328357,134
0.2834445603725031,0.05,0.1,0.022900763358778626,0.016965127238454288,0.136,17,0.04,0.016,2,0.03806228373702422,20,0.16,125
0.2970615202435166,0.05,0.1,0.022900763358778626,0.016022620169651274,0.1415929203539823,16,0.04,0.017699115044247787,2,0.03806228373702422,19,0.168141592920354,113
0.3125162456007269,0.05,0.08333333333333333,0.022900763358778626,0.01413760603204524,0.14018691588785046,15,0.04,0.018691588785046728,2,0.03460207612456748,18,0.16822429906542055,107
0.3290178307351159,0.05,0.08333333333333333,0.022900763358778626,0.01413760603204524,0.15306122448979592,15,0.04,0.02040816326530612,2,0.031141868512110725,17,0.17346938775510204,98
0.3458003305785561,0.05,0.08333333333333333,0.022900763358778626,0.01413760603204524,0.16483516483516483,15,0.04,0.02197802197802198,2,0.031141868512110725,17,0.18681318681318682,91
0.3677040644277965,0.05,0.08333333333333333,0.022900763358778626,0.012252591894439209,0.16883116883116883,13,0.04,0.025974025974025976,2,0.031141868512110725,15,0.19480519480519481,77
0.3951707994817659,0.03333333333333333,0.06666666666666667,0.015267175572519083,0.00942507068803016,0.15873015873015872,10,0.04,0.031746031746031744,2,0.02422145328719723,10,0.15873015873015872,63
0.42083898536750985,0.03333333333333333,0.06666666666666667,0.007633587786259542,0.006597549481621112,0.12962962962962962,7,0.04,0.037037037037037035,2,0.01730103806228374,7,0.12962962962962962,54
0.4583325992512213,0.03333333333333333,0.06666666666666667,0.007633587786259542,0.006597549481621112,0.17073170731707318,7,0.04,0.04878048780487805,2,0.01730103806228374,7,0.17073170731707318,41
0.494067344507461,0.03333333333333333,0.05,0.007633587786259542,0.005655042412818096,0.16666666666666666,6,0.04,0.05555555555555555,2,0.01384083044982699,6,0.16666666666666666,36
0.5390076971521652,0.03333333333333333,0.05,0.007633587786259542,0.005655042412818096,0.1935483870967742,6,0.04,0.06451612903225806,2,0.01384083044982699,6,0.1935483870967742,31
0.5936664647329222,0.03333333333333333,0.05,0.007633587786259542,0.00471253534401508,0.2631578947368421,5,0.04,0.10526315789473684,2,0.01384083044982699,5,0.2631578947368421,19
0.6854969273146023,0.03333333333333333,0.05,0.007633587786259542,0.003770028275212064,0.36363636363636365,4,0.04,0.18181818181818182,2,0.01384083044982699,4,0.36363636363636365,11
0.8127969237836196,0.016666666666666666,0.05,0.007633587786259542,0.001885014137606032,0.2857142857142857,2,0.02,0.14285714285714285,1,0.010380622837370242,2,0.2857142857142857,7
0.995273370078676,0.016666666666666666,0.05,0.007633587786259542,0.001885014137606032,0.5,2,0.02,0.25,1,0.010380622837370242,2,0.5,4
