RA,DEC,area,min_rad,max_rad,mean_rad,min_pred,max_pred,tRA,tDEC,status,catalog,M500,z,pix2
287.0026173478547,16.56357065835303,2.0,0.4852608045775513,1.1247028226621243,0.8090558561417809,0.10539960116147996,0.1118023656308651,,,fp,,,,train_pix
286.8217913253184,17.16924425504704,1.0,0.0,1.4142135623730951,0.8535533905932737,0.10859077051281928,0.10859077051281928,,,fp,,,,train_pix
287.1053448999258,15.896635677361765,1.0,0.0,1.4142135623730951,0.8535533905932737,0.10290735587477684,0.10290735587477684,,,fp,,,,train_pix
278.7439821911272,38.2906188217833,29.0,2.1168072740541786,4.716899718136609,3.1278818544432205,0.10125601291656494,0.7569200992584229,,,fp,,,,train_pix
285.0578037865083,21.935580817894497,31.0,1.8117908273311067,4.2254240456263705,3.1931528062817587,0.10895104457934696,0.7004168207446734,,,fp,,,,train_pix
280.1715651281195,35.187888800896616,24.0,1.7517393264153307,3.825668673460057,2.89596387049452,0.10145958761374156,0.5678264759480953,,,fp,,,,train_pix
282.45375808433374,29.09215938602436,8.0,0.5879088725116343,2.733071335825453,1.7553742845700742,0.10199211724102496,0.15044126287102694,,,fp,,,,train_pix
283.88520321255436,24.263104063185633,28.0,1.9264022129476768,3.999809085834901,3.0632965239311805,0.1090270159766078,0.5179556675255299,,,fp,,,,train_pix
284.9350888614645,19.32024971810493,9.0,0.6253352348270178,2.650545651416293,1.8203545453914944,0.10081144546469052,0.1858358439058065,,,fp,,,,train_pix
284.91335864898986,18.940771430547823,13.0,0.9833572338320168,3.3522249393863173,2.193549224995908,0.10931712575256823,0.1867130675486156,,,fp,,,,train_pix
279.3949936385472,34.46910917589875,15.0,1.4385481860990157,3.0665660617940844,2.31827321522874,0.1099974438548088,0.21235191981707305,,,fp,,,,train_pix
278.38815503577587,36.296444146040784,21.0,1.5670056804464958,3.667341563152113,2.70223928896479,0.10210347282035012,0.4345656409859657,,,fp,,,,train_pix
282.04833734010816,27.68071438325386,10.0,0.5380334258961542,2.6936207007275037,1.914281182641772,0.10062746437532563,0.1726839015526431,,,fp,,,,train_pix
279.3415452892405,34.1940605054046,24.0,1.3838409103784457,3.787069836339872,2.8134395337126548,0.12214813700744084,0.3926507772079536,,,fp,,,,train_pix
285.0741451883554,17.522622341550008,11.0,0.2575232419559807,3.1724659043147847,2.013901882390121,0.1019743484045778,0.1677454924210906,,,fp,,,,train_pix
283.5239343319615,22.59811696754237,22.0,1.5835152518461288,3.979345066471533,2.7558588857430824,0.10160309635102747,0.3215809785760939,,,fp,,,,train_pix
279.5334301018652,33.477872776500256,4.0,0.6991017813936821,2.124843219046918,1.3220918612128698,0.10960320476442577,0.11470351461321115,,,fp,,,,train_pix
286.02099354085414,13.156200227674306,1.0,0.0,1.4142135623730951,0.8535533905932737,0.10951139451935887,0.10951139451935887,,,fp,,,,train_pix
281.89034833518946,27.180177761086195,10.0,0.6431548878861745,2.9711233827901435,1.8702574735871644,0.104652208276093,0.17903666011989114,,,fp,,,,train_pix
284.9495268216061,16.824454598320045,3.0,0.4734739542527172,1.814359832170988,1.2375785152176677,0.10030926577746868,0.12257354613393545,,,fp,,,,train_pix
283.9570993504609,19.919238341754685,30.0,1.615323276167107,4.252731269032235,3.1467742738432114,0.1073216930963099,0.5173261757008731,,,fp,,,,train_pix
285.14817688714743,15.577685170679928,7.0,0.619196330039034,2.704795592983209,1.6831121636045483,0.10138675989583136,0.1495229904539883,,,fp,,,,train_pix
284.0335188833397,19.423649131327934,29.0,1.7007779913392846,4.439971205783845,3.161159734305549,0.10233200062066317,0.561106501147151,,,fp,,,,train_pix
279.9203829095491,31.32463956815782,9.0,0.9628874773895856,2.860970493795343,1.841683298354911,0.11208028439432384,0.17765618860721588,,,fp,,,,train_pix
278.48731633546765,33.88479127913001,38.0,1.9299521975408669,4.5931736209382095,3.537402429441778,0.11374762514606115,0.4182437411509454,,,fp,,,,train_pix
281.5944806873522,26.218138852739248,28.0,1.7949270522350904,4.034992311557214,3.0272123130604713,0.1115179043263197,0.7079113367944956,,,fp,,,,train_pix
278.89134830938843,32.96807780140696,10.0,0.7856289175048874,2.994640899713291,1.8823097189237536,0.10752927791327238,0.15526178339496255,,,fp,,,,train_pix
278.0168976360354,34.745483558468464,16.0,1.1323929782564195,3.366864539348224,2.3589849827889817,0.10177971748635173,0.22548168106004604,,,fp,,,,train_pix
277.2302022597442,36.21618158915646,6.0,0.5003981084316262,2.4966253504953597,1.5574837784623694,0.10848165717389847,0.1271787037452062,,,fp,,,,train_pix
279.0105382356652,32.16092273548609,18.0,1.044547147754758,4.226228892420373,2.5053740534930866,0.10572102619335057,0.20273063238710165,,,fp,,,,train_pix
282.28808816565004,23.564593186938968,2.0,0.4680986457881886,1.7763202509021605,1.0802025130664192,0.10000084713101387,0.11363114695996045,,,fp,,,,train_pix
276.99219016724817,35.73643301615188,22.0,1.3929407888091758,3.683673004366376,2.7356143678550744,0.12811470311135054,0.2956399582326412,,,fp,,,,train_pix
280.1059703027229,28.754371615895586,4.0,0.6600108290313633,2.1690167111364143,1.337549591812492,0.11211891891434787,0.14744065469130874,,,fp,,,,train_pix
277.1871472657726,34.952927910245755,23.0,1.4686321045891777,4.284875547266044,2.8104525429242813,0.11322783632203935,0.47659711167216295,,,fp,,,,train_pix
282.50101824285395,21.442448034449388,13.0,0.9126510568009988,3.3310003580298915,2.093152431058182,0.10810454729644904,0.2213080720975995,,,fp,,,,train_pix
276.29175112091826,36.2207753622124,43.0,1.4923047668764031,5.687140461205965,3.865475545497688,0.10090588352509908,0.4053410426713526,,,fp,,,,train_pix
