mpp,PSZ2,MCXC,ACT,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
0.3129927716880091,0.02,0.07547169811320754,0.06794055201698514,0.0,0.0,0,0.06514084507042253,38,0.05654761904761905,672
0.35652587922995793,0.02,0.0660377358490566,0.04883227176220807,0.0,0.0,0,0.04753521126760563,28,0.0611353711790393,458
0.4096072451730044,0.02,0.0660377358490566,0.040339702760084924,0.0,0.0,0,0.040492957746478875,24,0.07207207207207207,333
0.4442802464094558,0.01,0.04716981132075472,0.03184713375796178,0.0,0.0,0,0.03345070422535211,19,0.07755102040816327,245
0.4877168221224365,0.01,0.04716981132075472,0.02335456475583864,0.0,0.0,0,0.02640845070422535,15,0.08241758241758242,182
0.5241488628971116,0.01,0.03773584905660377,0.016985138004246284,0.0,0.0,0,0.02112676056338028,12,0.09375,128
0.5602195825793492,0.01,0.02830188679245283,0.012738853503184714,0.0,0.0,0,0.01584507042253521,9,0.09473684210526316,95
0.6066513525231565,0.0,0.018867924528301886,0.012738853503184714,0.0,0.0,0,0.014084507042253521,7,0.09333333333333334,75
0.6624584316204635,0.0,0.0,0.010615711252653927,0.0,0.0,0,0.008802816901408451,4,0.08163265306122448,49
0.7094912542066343,0.0,0.0,0.008492569002123142,0.0,0.0,0,0.007042253521126761,3,0.0967741935483871,31
0.7628088634005377,0.0,0.0,0.008492569002123142,0.0,0.0,0,0.007042253521126761,3,0.15,20
0.8266870587916961,0.0,0.0,0.004246284501061571,0.0,0.0,0,0.0035211267605633804,2,0.125,16
0.867350535791996,0.0,0.0,0.0021231422505307855,0.0,0.0,0,0.0017605633802816902,1,0.1111111111111111,9
0.8973715091203156,0.0,0.0,0.0021231422505307855,0.0,0.0,0,0.0017605633802816902,1,0.25,4
0.9276642570389398,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1
0.9577818529201227,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1
0.9865237662563088,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1
