mpp,PSZ2,MCXC,ACT,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
0.3129927716880091,0.0,0.058823529411764705,0.06707317073170732,0.0,0.0,0,0.06527415143603134,24,0.10619469026548672,226
0.35652587922995793,0.0,0.058823529411764705,0.042682926829268296,0.0,0.0,0,0.044386422976501305,16,0.1095890410958904,146
0.4096072451730044,0.0,0.058823529411764705,0.042682926829268296,0.0,0.0,0,0.044386422976501305,16,0.1415929203539823,113
0.4442802464094558,0.0,0.04411764705882353,0.03353658536585366,0.0,0.0,0,0.03655352480417755,13,0.14606741573033707,89
0.4877168221224365,0.0,0.04411764705882353,0.021341463414634148,0.0,0.0,0,0.02610966057441253,9,0.13636363636363635,66
0.5241488628971116,0.0,0.04411764705882353,0.01524390243902439,0.0,0.0,0,0.020887728459530026,7,0.12727272727272726,55
0.5602195825793492,0.0,0.029411764705882353,0.012195121951219513,0.0,0.0,0,0.015665796344647518,5,0.10869565217391304,46
0.6066513525231565,0.0,0.014705882352941176,0.012195121951219513,0.0,0.0,0,0.013054830287206266,4,0.1111111111111111,36
0.6624584316204635,0.0,0.0,0.012195121951219513,0.0,0.0,0,0.010443864229765013,3,0.13043478260869565,23
0.7094912542066343,0.0,0.0,0.009146341463414634,0.0,0.0,0,0.007832898172323759,2,0.14285714285714285,14
0.7628088634005377,0.0,0.0,0.009146341463414634,0.0,0.0,0,0.007832898172323759,2,0.2,10
0.8266870587916961,0.0,0.0,0.003048780487804878,0.0,0.0,0,0.0026109660574412533,1,0.16666666666666666,6
0.867350535791996,0.0,0.0,0.003048780487804878,0.0,0.0,0,0.0026109660574412533,1,0.3333333333333333,3
0.8973715091203156,0.0,0.0,0.003048780487804878,0.0,0.0,0,0.0026109660574412533,1,1.0,1
