RA,DEC,z
335.7811,-29.3134,0.0
335.9726,-42.7631,0.0
336.5168,-57.2287,0.0
336.5651,-47.7452,0.0
336.5702,-48.9119,0.0
336.7107,-31.9449,0.0
336.9575,-69.028,0.0224
336.9564,-30.5778,0.0
337.0641,-33.5442,0.0
337.4215,-36.5269,0.0
337.5371,-48.1767,0.0
337.8995,-62.8094,0.0
337.8032,-30.1928,0.0
337.9171,-54.7427,0.075
338.2013,-39.0421,0.0
338.596,-37.7247,0.168
338.7017,-30.5579,0.0
339.3304,-58.5735,0.0
339.439,-59.9733,0.0
339.4749,-30.7065,0.0
339.5099,-23.9064,0.0
339.581,-22.073,0.0
339.7142,-36.6894,0.0
339.7422,-37.8227,0.0
339.8215,-17.3892,0.0
340.1017,-62.4055,0.0
340.0681,-38.5888,0.0
340.0586,-23.8388,0.0
340.3649,-37.7883,0.0
340.4782,-42.6048,0.0
341.1191,-30.0537,0.0
341.1781,-43.537,0.0
341.2498,-55.6202,0.0
341.2796,-60.7702,0.0
341.3438,-62.8035,0.0
341.3818,-45.0367,0.0
341.4293,-44.2866,0.0
341.4844,-45.9865,0.0
341.5344,-52.7198,0.0381
341.6063,-36.0863,0.0
342.5695,-84.3688,0.0
341.872,-60.3526,0.0
341.9044,-52.0525,0.0
342.0867,-71.919,0.0
342.07,-31.7356,0.0
342.1882,-28.5687,0.0
342.3142,-59.6686,0.0
342.266,-40.9186,0.0
342.4459,-64.3851,0.0
342.4252,-51.7684,0.0
342.4955,-60.9183,0.0
342.9758,-62.351,0.0
342.9542,-46.5843,0.0516
342.9459,-33.3843,0.0
343.1379,-60.5674,0.0
343.0709,-33.5841,0.0
343.0931,-32.2674,0.0
343.1408,-31.1673,0.0
343.4121,-71.5504,0.0
343.5082,-72.9836,0.0
343.3469,-34.5004,0.0
343.3952,-33.717,0.224
343.569,-62.1168,0.0
343.4973,-34.9168,0.0
343.5754,-46.3501,0.0
343.7576,-55.5832,0.0
343.7698,-58.1998,0.0
343.8558,-60.3664,0.0
343.9831,-60.9495,0.0
344.2667,-74.1492,0.0
344.0582,-28.3994,0.0
344.1064,-40.016,0.0
344.4032,-39.0989,0.0
344.481,-56.3655,0.0
344.5416,-58.7488,0.0
344.6538,-26.6819,0.0
344.6932,-19.9819,0.0
344.9769,-56.2315,0.0
344.9159,-18.6316,0.0
345.0417,-45.7814,0.0
345.0653,-45.3147,0.0
345.248,-61.0645,0.0
345.2096,-43.3145,0.0
345.31,-43.6644,0.0
345.5409,-60.1808,0.0
345.5806,-29.1974,0.0
345.6126,-33.3974,0.0
345.7151,-34.9306,0.0
345.7704,-37.8472,0.0
345.8478,-39.1637,0.0
345.9586,-44.3136,0.089
346.0907,-19.9134,0.0
346.3557,-53.0298,0.0
346.4083,-60.1131,0.0
346.4109,-60.6464,0.0
346.3956,-39.1131,0.0
346.4062,-44.1464,0.0699
346.4584,-45.213,0.0
346.5103,-60.6963,0.0
346.4813,-44.363,0.0
346.9362,-55.7625,0.0
347.0221,-67.4791,0.0
346.9972,-58.6791,0.0
347.106,-60.8623,0.0
347.5186,-40.4285,0.0
347.849,-28.7948,0.0
348.3355,-67.9777,0.0
348.2474,-28.3611,0.0
348.3853,-58.4276,0.0
348.6293,-67.594,0.0
348.6279,-63.044,0.0
348.834,-37.7938,0.0
348.9895,-23.327,0.0
349.2888,-74.6767,0.0
349.2014,-48.2768,0.0
349.3734,-73.5933,0.0
349.5284,-35.6765,0.0
349.693,-67.7763,0.0286
349.7216,-57.4263,0.0
350.108,-73.2927,0.0
350.0302,-52.126,0.0
350.2762,-66.0092,0.0
350.3972,-69.6924,0.0
350.3355,-22.1091,0.0
350.3375,-24.1758,0.0
350.409,-41.8924,0.0
350.7003,-51.7921,0.0
350.7557,-40.6421,0.0
350.8508,-61.4587,0.0
351.2129,-65.3417,0.0
351.1847,-23.1084,0.0
351.1991,-36.9584,0.0
351.5731,-53.3414,0.0
351.8946,-62.4079,0.0
352.1449,-68.9244,0.0
352.5717,-39.3241,0.0
352.6367,-29.2741,0.0
352.7929,-36.5073,0.0
352.9155,-34.4405,0.0
352.9398,-33.8239,0.0
352.9661,-35.2738,0.0
353.1075,-25.4904,0.0
353.1176,-37.4404,0.0
353.7266,-69.3234,0.0
353.7643,-66.3734,0.0
353.8566,-52.3066,0.0
354.0894,-57.9232,0.0
354.4669,-69.2896,0.0
354.5379,-38.1063,0.0
354.6001,-50.8562,0.0
355.0874,-85.2061,0.0
354.9612,-69.4894,0.0
354.9466,-49.6394,0.0
355.2348,-37.5226,0.0
355.4262,-55.9725,0.0
355.8107,-63.789,0.0
355.9077,-38.2724,0.0
356.2895,-50.3222,0.0
356.3495,-24.4889,0.0
356.5473,-19.7888,0.0
356.5791,-64.4221,0.0
356.6639,-52.3054,0.0
356.6775,-33.6054,0.0
356.7993,-62.772,0.0
356.8,-28.3221,0.0
356.9246,-28.1387,0.0283
357.0524,-36.272,0.0
357.0798,-67.7886,0.0
357.1741,-28.7886,0.0
357.2001,-31.772,0.0
357.2249,-31.2886,0.0
357.3481,-26.9886,0.0
357.5704,-19.1885,0.0
357.6025,-41.5718,0.0
357.649,-68.4385,0.0
357.7009,-38.4218,0.0
357.8971,-28.3718,0.0283
358.043,-67.6717,0.0
358.3842,-62.7383,0.0
358.5365,-78.9883,0.0
358.6949,-27.6717,0.0
358.7947,-28.5383,0.0
358.8435,-21.1883,0.0
358.9956,-37.2883,0.0
359.1228,-79.4216,0.0
359.145,-36.6216,0.0
359.1696,-34.6716,0.0456
359.2794,-69.4716,0.0
359.2929,-23.5383,0.0
359.4252,-65.2215,0.0
359.5676,-27.7382,0.0
359.6464,-59.9882,0.0
359.6919,-21.2549,0.0
359.7245,-71.5049,0.0
359.7457,-60.6715,0.0
359.9422,-39.4715,0.0
0.0163,-21.3882,0.0
0.0664,-30.3715,0.0
0.0913,-28.1049,0.0
0.166,-21.1049,0.0
0.1665,-46.5549,0.0
0.1912,-36.4049,0.0
0.266,-46.7382,0.0
0.44,-48.2382,0.0
