s/n,PSZ2,MCXC,ACT,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
5.05335105,0.9310344827586207,0.5,0.2804878048780488,0.9433962264150944,0.09727626459143969,50,0.2480916030534351,127,0.24708171206225682,514
5.106937500000001,0.9310344827586207,0.5,0.2804878048780488,0.9433962264150944,0.10224948875255624,50,0.2480916030534351,127,0.25971370143149286,489
5.163059099999999,0.9310344827586207,0.5,0.2682926829268293,0.9433962264150944,0.10706638115631692,50,0.24045801526717558,123,0.2633832976445396,467
5.2232980000000016,0.9137931034482759,0.4852941176470588,0.2652439024390244,0.9245283018867925,0.1111111111111111,49,0.23473282442748092,120,0.272108843537415,441
5.29437,0.9137931034482759,0.4852941176470588,0.2652439024390244,0.9245283018867925,0.11666666666666667,49,0.23473282442748092,120,0.2857142857142857,420
5.3639328,0.9137931034482759,0.47058823529411764,0.25609756097560976,0.9245283018867925,0.12596401028277635,49,0.22709923664122136,116,0.2982005141388175,389
5.43414885,0.9137931034482759,0.47058823529411764,0.25,0.9245283018867925,0.1331521739130435,49,0.22328244274809161,114,0.30978260869565216,368
5.515713400000001,0.9137931034482759,0.4411764705882353,0.25,0.9245283018867925,0.14497041420118342,49,0.21946564885496184,112,0.33136094674556216,338
5.609742350000001,0.9137931034482759,0.4264705882352941,0.24085365853658536,0.9245283018867925,0.15605095541401273,49,0.2099236641221374,107,0.34076433121019106,314
5.711204,0.9137931034482759,0.4264705882352941,0.24085365853658536,0.9245283018867925,0.1678082191780822,49,0.20801526717557253,106,0.363013698630137,292
5.832022100000001,0.9137931034482759,0.4264705882352941,0.2347560975609756,0.9245283018867925,0.18490566037735848,49,0.20229007633587787,103,0.3886792452830189,265
5.966476200000002,0.9137931034482759,0.4117647058823529,0.22560975609756098,0.9245283018867925,0.2076271186440678,49,0.1965648854961832,100,0.423728813559322,236
6.12062285,0.896551724137931,0.4117647058823529,0.21341463414634146,0.9245283018867925,0.23671497584541062,49,0.183206106870229,93,0.4492753623188406,207
6.2958075,0.8793103448275862,0.4117647058823529,0.2073170731707317,0.9245283018867925,0.2737430167597765,49,0.17748091603053434,89,0.4972067039106145,179
6.52273275,0.8275862068965517,0.39705882352941174,0.19207317073170732,0.8679245283018868,0.3006535947712418,46,0.16603053435114504,83,0.5424836601307189,153
6.826352000000003,0.8103448275862069,0.39705882352941174,0.17378048780487804,0.8679245283018868,0.36220472440944884,46,0.15076335877862596,76,0.5984251968503937,127
7.2506403000000015,0.7758620689655172,0.38235294117647056,0.13719512195121952,0.8301886792452831,0.4782608695652174,44,0.12595419847328243,64,0.6956521739130435,92
8.015295900000002,0.6551724137931034,0.29411764705882354,0.10365853658536585,0.7169811320754716,0.6551724137931034,38,0.0916030534351145,47,0.8103448275862069,58
10.066431499999998,0.46551724137931033,0.25,0.07317073170731707,0.5094339622641509,0.9642857142857143,27,0.05534351145038168,28,1.0,28
