RA,DEC
239.5833290688836,27.233412917827273
250.08254838650885,46.71153135360437
197.87295717057873,-1.3411162795331073
137.30074463519105,10.97359493545774
203.83372267931975,41.0011464409052
8.034264550807734,18.107023938907663
340.8324758379939,-9.59192010688129
150.55890608070382,20.537949366927045
126.37109233508451,47.133571302130925
139.47258307756059,51.72709579554531
260.61325903724463,32.1325684169872
11.622199893045263,20.46801265525455
198.7718158882512,51.81744555739532
257.4523763854611,34.457860565028746
234.91872006377525,34.424246265680814
322.1095848383233,1.6008717051466164
140.12508065960202,30.496346634770482
113.08464441122482,31.68908325987094
140.21889165811075,30.461187177126508
203.49639690406877,20.300356024954787
203.63112096711927,20.20490487002587
180.1056198836793,3.3469985100854744
147.4658410759847,17.119597497572737
328.40346216887644,17.695479228752124
130.7398189043654,36.36646003953564
213.60024185108855,-0.3776437738556696
39.96968588108048,-1.5719164491688047
347.94853803888344,3.6854539314817942
203.16004737928918,50.5599991282856
174.05435379455596,40.043272298621616
347.0030591020877,-1.928682710799742
347.8917423292212,3.6030650951529175
250.84303523084736,13.36298791364368
210.25219989055893,2.8638091045806404
188.56728230785902,15.252336618148355
240.82910986199252,3.2790478607796962
346.7812455876009,16.54612888089134
161.87087891344262,15.233911753538266
335.9872250642967,-1.583257054578465
141.0641936219786,14.128372527625203
353.4685242944783,7.0816007181938705
347.09261654449915,-2.192174723098411
132.53298436758365,36.07045918005156
227.54880323874056,33.486467734774344
183.0770101051668,27.548647731379972
16.230713631398995,0.06009308302478193
334.6680863814606,-3.779925881401176
340.492031496632,17.55103632270048
192.34208293620435,49.79503970710243
216.4861180873681,37.81645558713522
180.30082787194647,23.09925038899426
350.56149160184816,28.52093384874184
354.41553731080404,0.2713672034462007
187.7222296373959,34.698442278187905
319.70445737476336,0.5603428343103302
14.001076223842915,26.34229673287753
239.42665335143414,35.50827977147044
170.99501800005066,21.480468465308213
154.39302393136964,59.561061039218615
196.70831678088706,46.55927281084781
225.08132425492164,21.36941389251641
145.5046343603243,8.972202722269262
179.81188821537523,49.7967863621318
187.6272735716658,34.63372467922722
353.61341183826477,6.862783311139915
329.03578653999386,1.39094264498456
201.75420950276046,2.2054218806332626
231.03093336204387,29.888959182098873
24.320160126077667,7.882243008341106
255.68977356092518,34.06114958028094
350.26727449336545,29.19291496880307
178.4715914708339,42.87034577021864
172.47733653413025,20.419542855322767
5.154801996411493,28.65948685260943
139.07315528677307,-0.4015762682731477
117.75313829352672,17.631601791615033
163.57309680027458,14.651168356742815
201.7647299426317,53.83117773154537
177.21795786200832,51.55222322857257
336.5092849539111,17.379739277262658
338.5984446038348,5.838285328229
201.85063858272576,53.78234929625666
164.5986581467896,56.79500423032896
4.922222186136878,25.30203726079638
187.68032451260882,10.578599776044475
330.2190235630608,20.969254034035313
8.471426198257149,-7.869543305681293
37.92154943024108,-4.8826222440050415
327.5889258928229,-8.788427356281481
229.07470893240907,0.08905299063235456
0.7982613503413916,-6.091694414143024
231.94095862197884,6.876006759440544
34.96731211051281,1.4978336251720632
127.43721549226257,38.465112560073926
29.95555555246912,-8.833034764060354
245.12970494045328,29.89102900975972
218.86865035008825,55.13118154568779
221.13247476311693,31.226671188030405
4.911069186700388,3.599256912667336
137.77332658452573,61.12982540020802
341.36561017205986,28.150217479206127
228.8087976940228,4.386217797780727
239.97459324946618,22.139645502545577
136.6871742577847,10.317327363252254
356.1571905640894,3.0843211733922846
119.05552323533595,30.232331627634416
244.04236714834877,6.917901644385108
349.80081010272477,-2.4512182171440147
355.3209240736287,-9.019937198069817
186.71297107030222,21.831201234692568
234.1717837489919,-2.0236755390906205
323.8282403352161,1.4241695378190495
10.32710489474789,25.43585063121003
229.22437769591642,-1.0850948589661618
187.26057191239275,47.62237914373845
143.81357826104534,0.7961192442362642
344.13975116162993,5.4311206619249175
217.60998832428777,24.619803823594072
140.62124137239124,54.996458978834454
145.7394109232552,46.98049972924036
334.1654355149437,26.195027689740673
210.9952639833258,15.735987214638598
0.9324948495495278,10.023269846272969
204.20577641853038,10.440019004466865
140.3379643256792,3.287009044317011
347.84338236482716,5.282714716932483
215.41700165605596,37.29129936065824
6.648616031470681,17.16196944261077
337.1114998738553,20.647893874626618
9.575498003419852,9.463182441093377
12.457629827111305,24.450548597781477
185.67209349312708,2.0997009148511507
175.60324812019965,58.534877228397455
353.75370245612703,5.599174142884136
334.69992552802967,-2.9735696294185434
152.80422265706412,-2.0432048010435935
2.336086639112864,6.823088301213931
20.68159167234097,13.016497434228624
139.99398977655108,30.5302610773038
189.8218694006651,18.76719144318734
233.26477778413937,-0.7712502474892479
248.45633642499385,24.548048982620102
184.37982555505369,36.686458428047004
2.938606311879255,32.415656715105726
201.84549713948246,3.629195635850618
134.4751076896024,3.176436508203182
142.7069494638422,28.852226107210573
9.27850558294756,9.156703629803651
223.05448193839214,37.881090670959146
34.97286236437526,2.785293187416784
125.83033267095192,15.96272470961174
177.70470308658378,62.33010963949642
174.51760157453668,27.97729818308859
168.8118656245974,53.33182359555929
131.5727437563899,5.134378654131286
184.48662777963824,20.671367522784987
178.1474322996246,37.261975629234314
15.136647164563158,4.81679274260843
126.86845647940345,22.546027187186684
188.60036066307475,9.787638325896507
42.03475857547659,-2.276993284084155
5.602896632471584,23.292492579949798
191.96434225038348,-2.830559350637688
8.339866462991097,10.457140859821097
211.94373261424636,14.003305890560632
255.638089411169,33.51664588943462
12.910865472980277,27.333303182378362
344.2756409572459,5.563752660712536
152.14878614834615,17.245503750170737
174.5459893141711,27.92628757548525
28.174847327626125,1.0070892973837489
261.194947638601,32.04302165573092
196.00366462936557,67.5066435660826
344.94378670174945,31.03996403197944
10.479346042076088,21.377058662332992
157.9347142931593,35.04139531010802
222.74462613880266,31.29499444192225
337.17778435319144,8.656782036448227
177.39869494668847,22.398498878431152
0.4936709341932328,12.066117621618424
186.81223952352872,8.970866311440941
341.80120846766516,-2.0938306020866615
333.43888782954605,6.536256820769286
120.23674100335975,36.05653695842332
126.52400684841086,40.291977921564815
